"","Community_1","Community_2","Community_3"
"5231","Species_6","Species_1","Species_9"
"5232","Species_6","Species_1","Species_2"
"5233","Species_6","Species_1","Species_10"
"5234","Species_6","Species_1","Species_4"
"5235","Species_6","Species_1","Species_8"
"5236","Species_6","Species_1","Species_5"
"5237","Species_6","Species_1","Species_1"
"5238","Species_6","Species_1","Species_2"
"5239","Species_6","Species_1","Species_6"
"5240","Species_6","Species_1","Species_10"
"5241","Species_6","Species_1","Species_5"
"5242","Species_6","Species_1","Species_6"
"5243","Species_6","Species_1","Species_1"
"5244","Species_6","Species_1","Species_9"
"5245","Species_6","Species_1","Species_1"
"5246","Species_6","Species_1","Species_5"
"5247","Species_6","Species_1","Species_6"
"5248","Species_6","Species_1","Species_3"
"5249","Species_6","Species_1","Species_10"
"5250","Species_6","Species_1","Species_4"
"5251","Species_6","Species_1","Species_3"
"5252","Species_6","Species_1","Species_6"
"5253","Species_6","Species_1","Species_10"
"5254","Species_6","Species_1","Species_9"
"5255","Species_6","Species_1","Species_6"
"5256","Species_6","Species_1","Species_7"
"5257","Species_6","Species_1","Species_6"
"5258","Species_6","Species_1","Species_3"
"5259","Species_6","Species_1","Species_6"
"5260","Species_6","Species_1","Species_7"
"5261","Species_6","Species_1","Species_10"
"5262","Species_6","Species_1","Species_7"
"5263","Species_6","Species_1","Species_7"
"5264","Species_6","Species_1","Species_5"
"5265","Species_6","Species_1","Species_9"
"5266","Species_6","Species_1","Species_10"
"5267","Species_6","Species_1","Species_6"
"5268","Species_6","Species_1","Species_1"
"5269","Species_6","Species_1","Species_9"
"5270","Species_6","Species_1","Species_8"
"5271","Species_6","Species_1","Species_8"
"5272","Species_6","Species_1","Species_4"
"5273","Species_6","Species_1","Species_9"
"5274","Species_6","Species_1","Species_6"
"5275","Species_6","Species_1","Species_9"
"5276","Species_6","Species_1","Species_7"
"5277","Species_6","Species_1","Species_5"
"5278","Species_6","Species_1","Species_7"
"5279","Species_6","Species_1","Species_9"
"5280","Species_6","Species_1","Species_10"
"5281","Species_6","Species_1","Species_3"
"5282","Species_6","Species_1","Species_5"
"5283","Species_6","Species_1","Species_6"
"5284","Species_6","Species_1","Species_8"
"5285","Species_6","Species_1","Species_5"
"5286","Species_6","Species_1","Species_1"
"5287","Species_6","Species_1","Species_8"
"5288","Species_6","Species_1","Species_8"
"5289","Species_6","Species_1","Species_1"
"5290","Species_6","Species_1","Species_8"
"5291","Species_6","Species_1","Species_2"
"5292","Species_6","Species_1","Species_4"
"5293","Species_6","Species_1","Species_9"
"5294","Species_6","Species_1","Species_2"
"5295","Species_6","Species_1","Species_7"
"5296","Species_6","Species_1","Species_6"
"5297","Species_6","Species_1","Species_2"
"5298","Species_6","Species_1","Species_2"
"5299","Species_6","Species_1","Species_8"
"5300","Species_6","Species_1","Species_10"
"5301","Species_6","Species_1","Species_6"
"5302","Species_6","Species_1","Species_2"
"5303","Species_6","Species_1","Species_8"
"5304","Species_6","Species_1","Species_4"
"5305","Species_6","Species_1","Species_2"
"5306","Species_6","Species_1","Species_7"
"5307","Species_6","Species_1","Species_9"
"5308","Species_6","Species_1","Species_1"
"5309","Species_6","Species_1","Species_5"
"5310","Species_6","Species_1","Species_6"
"5311","Species_6","Species_1","Species_8"
"5312","Species_6","Species_1","Species_10"
"5313","Species_6","Species_1","Species_9"
"5314","Species_6","Species_1","Species_4"
"5315","Species_6","Species_1","Species_10"
"5316","Species_6","Species_1","Species_5"
"5317","Species_6","Species_1","Species_2"
"5318","Species_6","Species_1","Species_10"
"5319","Species_6","Species_1","Species_9"
"5320","Species_6","Species_1","Species_2"
"5321","Species_6","Species_1","Species_1"
"5322","Species_6","Species_1","Species_7"
"5323","Species_6","Species_1","Species_1"
"5324","Species_6","Species_1","Species_6"
"5325","Species_6","Species_1","Species_5"
"5326","Species_6","Species_1","Species_9"
"5327","Species_6","Species_1","Species_10"
"5328","Species_6","Species_1","Species_9"
"5329","Species_6","Species_1","Species_4"
"5330","Species_6","Species_1","Species_10"
"5331","Species_6","Species_1","Species_6"
"5332","Species_6","Species_1","Species_8"
"5333","Species_6","Species_1","Species_2"
"5334","Species_6","Species_1","Species_7"
"5335","Species_6","Species_1","Species_5"
"5336","Species_6","Species_1","Species_6"
"5337","Species_6","Species_1","Species_4"
"5338","Species_6","Species_1","Species_2"
"5339","Species_6","Species_1","Species_7"
"5340","Species_6","Species_1","Species_3"
"5341","Species_6","Species_1","Species_3"
"5342","Species_6","Species_1","Species_8"
"5343","Species_6","Species_1","Species_8"
"5344","Species_6","Species_1","Species_9"
"5345","Species_6","Species_1","Species_8"
"5346","Species_6","Species_1","Species_6"
"5347","Species_6","Species_1","Species_4"
"5348","Species_6","Species_1","Species_1"
"5349","Species_6","Species_1","Species_10"
"5350","Species_6","Species_1","Species_7"
"5351","Species_6","Species_1","Species_3"
"5352","Species_6","Species_1","Species_2"
"5353","Species_6","Species_1","Species_9"
"5354","Species_6","Species_1","Species_2"
"5355","Species_6","Species_1","Species_2"
"5356","Species_6","Species_1","Species_9"
"5357","Species_6","Species_1","Species_1"
"5358","Species_6","Species_1","Species_3"
"5359","Species_6","Species_1","Species_9"
"5360","Species_6","Species_1","Species_9"
"5361","Species_6","Species_1","Species_9"
"5362","Species_6","Species_1","Species_5"
"5363","Species_6","Species_1","Species_6"
"5364","Species_6","Species_1","Species_9"
"5365","Species_6","Species_1","Species_9"
"5366","Species_6","Species_1","Species_5"
"5367","Species_6","Species_1","Species_4"
"5368","Species_6","Species_1","Species_9"
"5369","Species_6","Species_1","Species_1"
"5370","Species_6","Species_1","Species_6"
"5371","Species_6","Species_1","Species_7"
"5372","Species_6","Species_1","Species_5"
"5373","Species_6","Species_1","Species_9"
"5374","Species_6","Species_1","Species_8"
"5375","Species_6","Species_1","Species_2"
"5376","Species_6","Species_1","Species_5"
"5377","Species_6","Species_1","Species_5"
"5378","Species_6","Species_1","Species_9"
"5379","Species_6","Species_1","Species_10"
"5380","Species_6","Species_1","Species_1"
"5381","Species_6","Species_1","Species_6"
"5382","Species_6","Species_1","Species_9"
"5383","Species_6","Species_1","Species_9"
"5384","Species_6","Species_1","Species_8"
"5385","Species_6","Species_1","Species_6"
"5386","Species_6","Species_1","Species_4"
"5387","Species_6","Species_1","Species_8"
"5388","Species_6","Species_1","Species_8"
"5389","Species_6","Species_1","Species_10"
"5390","Species_6","Species_1","Species_2"
"5391","Species_6","Species_1","Species_9"
"5392","Species_6","Species_1","Species_3"
"5393","Species_6","Species_1","Species_2"
"5394","Species_6","Species_1","Species_1"
"5395","Species_6","Species_1","Species_2"
"5396","Species_6","Species_1","Species_1"
"5397","Species_6","Species_1","Species_10"
"5398","Species_6","Species_1","Species_7"
"5399","Species_6","Species_1","Species_1"
"5400","Species_6","Species_1","Species_2"
"5401","Species_6","Species_1","Species_7"
"5402","Species_6","Species_1","Species_9"
"5403","Species_6","Species_1","Species_8"
"5404","Species_6","Species_1","Species_4"
"5405","Species_6","Species_1","Species_8"
"5406","Species_6","Species_1","Species_1"
"5407","Species_6","Species_1","Species_2"
"5408","Species_6","Species_1","Species_6"
"5409","Species_6","Species_1","Species_4"
"5410","Species_6","Species_1","Species_1"
"5411","Species_6","Species_1","Species_1"
"5412","Species_6","Species_1","Species_8"
"5413","Species_6","Species_1","Species_4"
"5414","Species_6","Species_1","Species_5"
"5415","Species_6","Species_1","Species_6"
"5416","Species_6","Species_1","Species_1"
"5417","Species_6","Species_1","Species_6"
"5418","Species_6","Species_1","Species_6"
"5419","Species_6","Species_1","Species_6"
"5420","Species_6","Species_1","Species_8"
"5421","Species_6","Species_1","Species_2"
"5422","Species_6","Species_1","Species_8"
"5423","Species_6","Species_1","Species_3"
"5424","Species_6","Species_1","Species_3"
"5425","Species_6","Species_1","Species_1"
"5426","Species_6","Species_1","Species_1"
"5427","Species_6","Species_1","Species_10"
"5428","Species_6","Species_1","Species_1"
"5429","Species_6","Species_1","Species_1"
"5430","Species_6","Species_1","Species_4"
"5431","Species_6","Species_1","Species_6"
"5432","Species_6","Species_1","Species_2"
"5433","Species_6","Species_1","Species_4"
"5434","Species_6","Species_1","Species_9"
"5435","Species_6","Species_1","Species_1"
"5436","Species_6","Species_1","Species_1"
"5437","Species_6","Species_1","Species_3"
"5438","Species_6","Species_1","Species_5"
"5439","Species_6","Species_1","Species_4"
"5440","Species_6","Species_1","Species_6"
"5441","Species_6","Species_1","Species_5"
"5442","Species_6","Species_1","Species_3"
"5443","Species_6","Species_1","Species_4"
"5444","Species_6","Species_1","Species_10"
"5445","Species_6","Species_1","Species_4"
"5446","Species_6","Species_1","Species_3"
"5447","Species_6","Species_1","Species_2"
"5448","Species_6","Species_1","Species_10"
"5449","Species_6","Species_1","Species_10"
"5450","Species_6","Species_1","Species_4"
"5451","Species_6","Species_1","Species_3"
"5452","Species_6","Species_1","Species_10"
"5453","Species_6","Species_1","Species_5"
"5454","Species_6","Species_1","Species_2"
"5455","Species_6","Species_1","Species_9"
"5456","Species_6","Species_1","Species_5"
"5457","Species_6","Species_1","Species_4"
"5458","Species_6","Species_1","Species_2"
"5459","Species_6","Species_1","Species_3"
"5460","Species_6","Species_1","Species_2"
"5461","Species_6","Species_1","Species_2"
"5462","Species_6","Species_1","Species_1"
"5463","Species_6","Species_1","Species_3"
"5464","Species_6","Species_1","Species_1"
"5465","Species_6","Species_1","Species_10"
"5466","Species_6","Species_1","Species_9"
"5467","Species_6","Species_1","Species_5"
"5468","Species_6","Species_1","Species_2"
"5469","Species_6","Species_1","Species_7"
"5470","Species_6","Species_1","Species_10"
"5471","Species_6","Species_1","Species_10"
"5472","Species_6","Species_1","Species_6"
"5473","Species_6","Species_1","Species_3"
"5474","Species_6","Species_1","Species_1"
"5475","Species_6","Species_1","Species_1"
"5476","Species_6","Species_1","Species_3"
"5477","Species_6","Species_1","Species_3"
"5478","Species_6","Species_1","Species_5"
"5479","Species_6","Species_1","Species_6"
"5480","Species_6","Species_1","Species_1"
"5481","Species_6","Species_1","Species_1"
"5482","Species_6","Species_1","Species_9"
"5483","Species_6","Species_1","Species_9"
"5484","Species_6","Species_1","Species_5"
"5485","Species_6","Species_1","Species_4"
"5486","Species_6","Species_1","Species_3"
"5487","Species_6","Species_1","Species_4"
"5488","Species_6","Species_1","Species_6"
"5489","Species_6","Species_1","Species_6"
"5490","Species_6","Species_1","Species_6"
"5491","Species_6","Species_1","Species_9"
"5492","Species_6","Species_1","Species_10"
"5493","Species_6","Species_1","Species_8"
"5494","Species_6","Species_1","Species_10"
"5495","Species_6","Species_1","Species_7"
"5496","Species_6","Species_1","Species_9"
"5497","Species_6","Species_1","Species_4"
"5498","Species_6","Species_1","Species_10"
"5499","Species_6","Species_1","Species_10"
"5500","Species_6","Species_1","Species_7"
"5501","Species_6","Species_1","Species_6"
"5502","Species_6","Species_1","Species_10"
"5503","Species_6","Species_1","Species_9"
"5504","Species_6","Species_1","Species_4"
"5505","Species_6","Species_1","Species_5"
"5506","Species_6","Species_1","Species_9"
"5507","Species_6","Species_1","Species_3"
"5508","Species_6","Species_1","Species_6"
"5509","Species_6","Species_1","Species_1"
"5510","Species_6","Species_1","Species_3"
"5511","Species_6","Species_1","Species_9"
"5512","Species_6","Species_1","Species_9"
"5513","Species_6","Species_1","Species_9"
"5514","Species_6","Species_1","Species_5"
"5515","Species_6","Species_1","Species_1"
"5516","Species_6","Species_1","Species_10"
"5517","Species_6","Species_1","Species_10"
"5518","Species_6","Species_1","Species_3"
"5519","Species_6","Species_1","Species_10"
"5520","Species_6","Species_1","Species_6"
"5521","Species_6","Species_1","Species_4"
"5522","Species_6","Species_1","Species_1"
"5523","Species_6","Species_1","Species_10"
"5524","Species_6","Species_1","Species_1"
"5525","Species_6","Species_1","Species_7"
"5526","Species_6","Species_1","Species_4"
"5527","Species_6","Species_1","Species_5"
"5528","Species_6","Species_1","Species_8"
"5529","Species_6","Species_1","Species_5"
"5530","Species_6","Species_1","Species_3"
"5531","Species_6","Species_1","Species_9"
"5532","Species_6","Species_1","Species_3"
"5533","Species_6","Species_1","Species_10"
"5534","Species_6","Species_1","Species_3"
"5535","Species_6","Species_1","Species_10"
"5536","Species_6","Species_1","Species_7"
"5537","Species_6","Species_1","Species_5"
"5538","Species_6","Species_1","Species_1"
"5539","Species_6","Species_1","Species_1"
"5540","Species_6","Species_1","Species_5"
"5541","Species_6","Species_1","Species_2"
"5542","Species_6","Species_1","Species_8"
"5543","Species_6","Species_1","Species_7"
"5544","Species_6","Species_1","Species_4"
"5545","Species_6","Species_1","Species_8"
"5546","Species_6","Species_1","Species_2"
"5547","Species_6","Species_1","Species_10"
"5548","Species_6","Species_1","Species_8"
"5549","Species_6","Species_1","Species_8"
"5550","Species_6","Species_1","Species_7"
"5551","Species_6","Species_1","Species_4"
"5552","Species_6","Species_1","Species_1"
"5553","Species_6","Species_1","Species_4"
"5554","Species_6","Species_1","Species_6"
"5555","Species_6","Species_1","Species_5"
"5556","Species_6","Species_1","Species_1"
"5557","Species_6","Species_1","Species_8"
"5558","Species_6","Species_1","Species_9"
"5559","Species_6","Species_1","Species_10"
"5560","Species_6","Species_1","Species_3"
"5561","Species_6","Species_1","Species_8"
"5562","Species_6","Species_1","Species_4"
"5563","Species_6","Species_1","Species_4"
"5564","Species_6","Species_1","Species_10"
"5565","Species_6","Species_1","Species_3"
"5566","Species_6","Species_1","Species_5"
"5567","Species_6","Species_1","Species_10"
"5568","Species_6","Species_1","Species_6"
"5569","Species_6","Species_1","Species_3"
"5570","Species_6","Species_1","Species_6"
"5571","Species_6","Species_1","Species_1"
"5572","Species_6","Species_1","Species_9"
"5573","Species_6","Species_1","Species_10"
"5574","Species_6","Species_1","Species_2"
"5575","Species_6","Species_1","Species_3"
"5576","Species_6","Species_1","Species_1"
"5577","Species_6","Species_1","Species_3"
"5578","Species_6","Species_1","Species_3"
"5579","Species_6","Species_1","Species_9"
"5580","Species_6","Species_1","Species_7"
"5581","Species_6","Species_1","Species_9"
"5582","Species_6","Species_1","Species_3"
"5583","Species_6","Species_1","Species_5"
"5584","Species_6","Species_1","Species_1"
"5585","Species_6","Species_1","Species_1"
"5586","Species_6","Species_1","Species_3"
"5587","Species_6","Species_1","Species_1"
"5588","Species_6","Species_1","Species_5"
"5589","Species_6","Species_1","Species_3"
"5590","Species_6","Species_1","Species_8"
"5591","Species_6","Species_1","Species_5"
"5592","Species_6","Species_1","Species_9"
"5593","Species_6","Species_1","Species_4"
"5594","Species_6","Species_1","Species_5"
"5595","Species_6","Species_1","Species_1"
"5596","Species_6","Species_1","Species_1"
"5597","Species_6","Species_1","Species_10"
"5598","Species_6","Species_1","Species_7"
"5599","Species_6","Species_1","Species_8"
"5600","Species_6","Species_1","Species_1"
"5601","Species_6","Species_1","Species_6"
"5602","Species_6","Species_1","Species_7"
"5603","Species_6","Species_1","Species_7"
"5604","Species_6","Species_1","Species_9"
"5605","Species_6","Species_1","Species_1"
"5606","Species_6","Species_1","Species_2"
"5607","Species_6","Species_1","Species_5"
"5608","Species_6","Species_1","Species_6"
"5609","Species_6","Species_1","Species_10"
"5610","Species_6","Species_1","Species_1"
"5611","Species_6","Species_1","Species_10"
"5612","Species_6","Species_1","Species_9"
"5613","Species_6","Species_1","Species_1"
"5614","Species_6","Species_1","Species_2"
"5615","Species_6","Species_1","Species_7"
"5616","Species_6","Species_1","Species_8"
"5617","Species_6","Species_1","Species_2"
"5618","Species_6","Species_1","Species_9"
"5619","Species_6","Species_1","Species_3"
"5620","Species_6","Species_1","Species_8"
"5621","Species_6","Species_1","Species_8"
"5622","Species_6","Species_1","Species_3"
"5623","Species_6","Species_1","Species_7"
"5624","Species_6","Species_1","Species_7"
"5625","Species_6","Species_1","Species_6"
"5626","Species_6","Species_1","Species_10"
"5627","Species_6","Species_1","Species_4"
"5628","Species_6","Species_1","Species_1"
"5629","Species_6","Species_1","Species_1"
"5630","Species_6","Species_1","Species_3"
"5631","Species_6","Species_1","Species_6"
"5632","Species_6","Species_1","Species_8"
"5633","Species_6","Species_1","Species_4"
"5634","Species_6","Species_1","Species_1"
"5635","Species_6","Species_1","Species_6"
"5636","Species_6","Species_1","Species_10"
"5637","Species_6","Species_1","Species_7"
"5638","Species_6","Species_1","Species_7"
"5639","Species_6","Species_1","Species_3"
"5640","Species_6","Species_1","Species_6"
"5641","Species_6","Species_1","Species_9"
"5642","Species_6","Species_1","Species_8"
"5643","Species_6","Species_1","Species_1"
"5644","Species_6","Species_1","Species_10"
"5645","Species_6","Species_1","Species_6"
"5646","Species_6","Species_1","Species_7"
"5647","Species_6","Species_1","Species_3"
"5648","Species_6","Species_1","Species_5"
"5649","Species_6","Species_1","Species_4"
"5650","Species_6","Species_1","Species_7"
"5651","Species_6","Species_1","Species_3"
"5652","Species_6","Species_1","Species_10"
"5653","Species_6","Species_1","Species_4"
"5654","Species_6","Species_1","Species_6"
"5655","Species_6","Species_1","Species_7"
"5656","Species_6","Species_1","Species_2"
"5657","Species_6","Species_1","Species_10"
"5658","Species_6","Species_1","Species_5"
"5659","Species_6","Species_1","Species_9"
"5660","Species_6","Species_1","Species_1"
"5661","Species_6","Species_1","Species_7"
"5662","Species_6","Species_1","Species_5"
"5663","Species_6","Species_1","Species_4"
"5664","Species_6","Species_1","Species_1"
"5665","Species_6","Species_1","Species_6"
"5666","Species_6","Species_1","Species_6"
"5667","Species_6","Species_1","Species_7"
"5668","Species_6","Species_1","Species_1"
"5669","Species_6","Species_1","Species_2"
"5670","Species_6","Species_1","Species_7"
"5671","Species_6","Species_1","Species_1"
"5672","Species_6","Species_1","Species_3"
"5673","Species_6","Species_1","Species_3"
"5674","Species_6","Species_1","Species_1"
"5675","Species_6","Species_1","Species_1"
"5676","Species_6","Species_1","Species_3"
"5677","Species_6","Species_1","Species_1"
"5678","Species_6","Species_1","Species_5"
"5679","Species_6","Species_1","Species_8"
"5680","Species_6","Species_1","Species_10"
"5681","Species_6","Species_1","Species_1"
"5682","Species_6","Species_1","Species_2"
"5683","Species_6","Species_1","Species_3"
"5684","Species_6","Species_1","Species_5"
"5685","Species_6","Species_1","Species_8"
"5686","Species_6","Species_1","Species_6"
"5687","Species_6","Species_1","Species_4"
"5688","Species_6","Species_1","Species_4"
"5689","Species_6","Species_1","Species_9"
"5690","Species_6","Species_1","Species_8"
"5691","Species_6","Species_1","Species_3"
"5692","Species_6","Species_1","Species_2"
"5693","Species_6","Species_1","Species_6"
"5694","Species_6","Species_1","Species_3"
"5695","Species_6","Species_1","Species_3"
"5696","Species_6","Species_1","Species_7"
"5697","Species_6","Species_1","Species_4"
"5698","Species_6","Species_1","Species_3"
"5699","Species_6","Species_1","Species_2"
"5700","Species_6","Species_1","Species_8"
"5701","Species_6","Species_1","Species_9"
"5702","Species_6","Species_1","Species_2"
"5703","Species_6","Species_1","Species_7"
"5704","Species_6","Species_1","Species_5"
"5705","Species_6","Species_1","Species_9"
"5706","Species_6","Species_1","Species_5"
"5707","Species_6","Species_1","Species_7"
"5708","Species_6","Species_1","Species_6"
"5709","Species_6","Species_1","Species_10"
"5710","Species_6","Species_1","Species_9"
"5711","Species_6","Species_1","Species_8"
"5712","Species_6","Species_1","Species_10"
"5713","Species_6","Species_1","Species_1"
"5714","Species_6","Species_1","Species_1"
"5715","Species_6","Species_1","Species_7"
"5716","Species_6","Species_1","Species_6"
"5717","Species_6","Species_1","Species_5"
"5718","Species_6","Species_1","Species_3"
"5719","Species_6","Species_1","Species_8"
"5720","Species_6","Species_1","Species_2"
"5721","Species_6","Species_1","Species_3"
"5722","Species_6","Species_1","Species_10"
"5723","Species_6","Species_1","Species_1"
"5724","Species_6","Species_1","Species_8"
"5725","Species_6","Species_1","Species_6"
"5726","Species_6","Species_1","Species_5"
"5727","Species_6","Species_1","Species_6"
"5728","Species_6","Species_1","Species_5"
"5729","Species_6","Species_1","Species_8"
"5730","Species_6","Species_1","Species_4"
"5731","Species_6","Species_1","Species_10"
"5732","Species_6","Species_1","Species_7"
"5733","Species_6","Species_1","Species_8"
"5734","Species_6","Species_1","Species_4"
"5735","Species_6","Species_1","Species_1"
"5736","Species_6","Species_1","Species_6"
"5737","Species_6","Species_1","Species_8"
"5738","Species_6","Species_1","Species_7"
"5739","Species_6","Species_1","Species_10"
"5740","Species_6","Species_1","Species_5"
"5741","Species_6","Species_1","Species_8"
"5742","Species_6","Species_1","Species_7"
"5743","Species_6","Species_1","Species_8"
"5744","Species_6","Species_1","Species_4"
"5745","Species_6","Species_1","Species_1"
"5746","Species_6","Species_1","Species_8"
"5747","Species_6","Species_1","Species_3"
"5748","Species_6","Species_1","Species_8"
"5749","Species_6","Species_1","Species_2"
"5750","Species_6","Species_1","Species_10"
"5751","Species_6","Species_1","Species_2"
"5752","Species_6","Species_1","Species_10"
"5753","Species_6","Species_1","Species_9"
"5754","Species_6","Species_1","Species_2"
"5755","Species_6","Species_1","Species_6"
"5756","Species_6","Species_1","Species_5"
"5757","Species_6","Species_1","Species_6"
"5758","Species_6","Species_1","Species_9"
"5759","Species_6","Species_1","Species_10"
"5760","Species_6","Species_1","Species_2"
"5761","Species_6","Species_1","Species_2"
"5762","Species_6","Species_1","Species_5"
"5763","Species_6","Species_1","Species_9"
"5764","Species_6","Species_1","Species_1"
"5765","Species_6","Species_1","Species_2"
"5766","Species_6","Species_1","Species_10"
"5767","Species_6","Species_1","Species_3"
"5768","Species_6","Species_1","Species_10"
"5769","Species_6","Species_1","Species_6"
"5770","Species_6","Species_1","Species_3"
"5771","Species_6","Species_1","Species_6"
"5772","Species_6","Species_1","Species_7"
"5773","Species_6","Species_1","Species_3"
"5774","Species_6","Species_1","Species_2"
"5775","Species_6","Species_1","Species_9"
"5776","Species_6","Species_1","Species_3"
"5777","Species_6","Species_1","Species_9"
"5778","Species_6","Species_1","Species_5"
"5779","Species_6","Species_1","Species_7"
"5780","Species_6","Species_1","Species_5"
"5781","Species_6","Species_1","Species_1"
"5782","Species_6","Species_1","Species_2"
"5783","Species_6","Species_1","Species_4"
"5784","Species_6","Species_1","Species_7"
"5785","Species_6","Species_1","Species_1"
"5786","Species_6","Species_1","Species_4"
"5787","Species_6","Species_1","Species_7"
"5788","Species_6","Species_1","Species_10"
"5789","Species_6","Species_1","Species_10"
"5790","Species_6","Species_1","Species_4"
"5791","Species_6","Species_1","Species_4"
"5792","Species_6","Species_1","Species_8"
"5793","Species_6","Species_1","Species_5"
"5794","Species_6","Species_1","Species_7"
"5795","Species_6","Species_1","Species_8"
"5796","Species_6","Species_1","Species_3"
"5797","Species_6","Species_1","Species_8"
"5798","Species_6","Species_1","Species_3"
"5799","Species_6","Species_1","Species_2"
"5800","Species_6","Species_1","Species_6"
"5801","Species_6","Species_1","Species_2"
"5802","Species_6","Species_1","Species_2"
"5803","Species_6","Species_1","Species_9"
"5804","Species_6","Species_1","Species_7"
"5805","Species_6","Species_1","Species_10"
"5806","Species_6","Species_1","Species_9"
"5807","Species_6","Species_1","Species_6"
"5808","Species_6","Species_1","Species_5"
"5809","Species_6","Species_1","Species_1"
"5810","Species_6","Species_1","Species_4"
"5811","Species_6","Species_1","Species_2"
"5812","Species_6","Species_1","Species_4"
"5813","Species_6","Species_1","Species_2"
"5814","Species_6","Species_1","Species_10"
"5815","Species_6","Species_1","Species_5"
"5816","Species_6","Species_1","Species_8"
"5817","Species_6","Species_1","Species_10"
"5818","Species_6","Species_1","Species_1"
"5819","Species_6","Species_1","Species_1"
"5820","Species_6","Species_1","Species_10"
"5821","Species_6","Species_1","Species_4"
"5822","Species_6","Species_1","Species_10"
"5823","Species_6","Species_1","Species_7"
"5824","Species_6","Species_1","Species_7"
"5825","Species_6","Species_1","Species_6"
"5826","Species_6","Species_1","Species_6"
"5827","Species_6","Species_1","Species_4"
"5828","Species_6","Species_1","Species_6"
"5829","Species_6","Species_1","Species_2"
"5830","Species_6","Species_1","Species_8"
"5831","Species_6","Species_1","Species_1"
"5832","Species_6","Species_1","Species_10"
"5833","Species_6","Species_1","Species_7"
"5834","Species_6","Species_1","Species_4"
"5835","Species_6","Species_1","Species_10"
"5836","Species_6","Species_1","Species_9"
"5837","Species_6","Species_1","Species_3"
"5838","Species_6","Species_1","Species_8"
"5839","Species_6","Species_1","Species_6"
"5840","Species_6","Species_1","Species_4"
"5841","Species_6","Species_1","Species_8"
"5842","Species_6","Species_1","Species_6"
"5843","Species_6","Species_1","Species_9"
"5844","Species_6","Species_1","Species_5"
"5845","Species_6","Species_1","Species_9"
"5846","Species_6","Species_1","Species_2"
"5847","Species_6","Species_1","Species_4"
"5848","Species_6","Species_1","Species_3"
"5849","Species_6","Species_1","Species_10"
"5850","Species_6","Species_1","Species_2"
"5851","Species_6","Species_1","Species_10"
"5852","Species_6","Species_1","Species_1"
"5853","Species_6","Species_1","Species_2"
"5854","Species_6","Species_1","Species_5"
"5855","Species_6","Species_1","Species_9"
"5856","Species_6","Species_1","Species_7"
"5857","Species_6","Species_1","Species_9"
"5858","Species_6","Species_1","Species_8"
"5859","Species_6","Species_1","Species_7"
"5860","Species_6","Species_1","Species_10"
"5861","Species_6","Species_1","Species_2"
"5862","Species_6","Species_1","Species_1"
"5863","Species_6","Species_1","Species_3"
"5864","Species_6","Species_1","Species_5"
"5865","Species_6","Species_1","Species_7"
"5866","Species_6","Species_1","Species_1"
"5867","Species_6","Species_1","Species_6"
"5868","Species_6","Species_1","Species_5"
"5869","Species_6","Species_1","Species_5"
"5870","Species_6","Species_1","Species_8"
"5871","Species_6","Species_1","Species_8"
"5872","Species_6","Species_1","Species_2"
"5873","Species_6","Species_1","Species_1"
"5874","Species_6","Species_1","Species_5"
"5875","Species_6","Species_1","Species_8"
"5876","Species_6","Species_1","Species_6"
"5877","Species_6","Species_1","Species_8"
"5878","Species_6","Species_1","Species_6"
"5879","Species_6","Species_1","Species_8"
"5880","Species_6","Species_1","Species_1"
"5881","Species_6","Species_1","Species_5"
"5882","Species_6","Species_1","Species_2"
"5883","Species_6","Species_1","Species_1"
"5884","Species_6","Species_1","Species_8"
"5885","Species_6","Species_1","Species_6"
"5886","Species_6","Species_1","Species_8"
"5887","Species_6","Species_1","Species_5"
"5888","Species_6","Species_1","Species_4"
"5889","Species_6","Species_1","Species_6"
"5890","Species_6","Species_1","Species_8"
"5891","Species_6","Species_1","Species_10"
"5892","Species_6","Species_1","Species_1"
"5893","Species_6","Species_1","Species_7"
"5894","Species_6","Species_1","Species_9"
"5895","Species_6","Species_1","Species_3"
"5896","Species_6","Species_1","Species_5"
"5897","Species_6","Species_1","Species_3"
"5898","Species_6","Species_1","Species_6"
"5899","Species_6","Species_1","Species_10"
"5900","Species_6","Species_1","Species_10"
"5901","Species_6","Species_1","Species_9"
"5902","Species_6","Species_1","Species_5"
"5903","Species_6","Species_1","Species_2"
"5904","Species_6","Species_1","Species_5"
"5905","Species_6","Species_1","Species_6"
"5906","Species_6","Species_1","Species_4"
"5907","Species_6","Species_1","Species_3"
"5908","Species_6","Species_1","Species_4"
"5909","Species_6","Species_1","Species_2"
"5910","Species_6","Species_1","Species_9"
"5911","Species_6","Species_1","Species_3"
"5912","Species_6","Species_1","Species_7"
"5913","Species_6","Species_1","Species_10"
"5914","Species_6","Species_1","Species_3"
"5915","Species_6","Species_1","Species_8"
"5916","Species_6","Species_1","Species_6"
"5917","Species_6","Species_1","Species_9"
"5918","Species_6","Species_1","Species_7"
"5919","Species_6","Species_1","Species_8"
"5920","Species_6","Species_1","Species_3"
"5921","Species_6","Species_1","Species_2"
"5922","Species_6","Species_1","Species_1"
"5923","Species_6","Species_1","Species_3"
"5924","Species_6","Species_1","Species_3"
"5925","Species_6","Species_1","Species_10"
"5926","Species_6","Species_1","Species_10"
"5927","Species_6","Species_1","Species_6"
"5928","Species_6","Species_1","Species_9"
"5929","Species_6","Species_1","Species_4"
